011450 99999 -0.5 7.5 1.5
011460 99999 -3.0 16.8 5.0
011470 99999 -32.8 23.2 1.2
011490 99999 -22.0 23.0 3.8
011505 99999 -14.3 -14.3 -14.3
011510 99999 -32.0 25.5 3.2
011520 99999 -15.4 24.4 4.8
011540 99999 -10.4 21.2 5.2
011550 99999 -10.5 25.0 5.8
011560 99999 -7.7 21.3 5.7
011600 99999 -11.8 24.1 4.8
011610 99999 -12.0 23.7 4.8
011620 99999 -13.8 23.2 4.9
011650 99999 -11.2 24.6 5.2
011670 99999 -15.3 22.5 4.4
011680 99999 -2.9 11.4 6.2
011690 99999 1.4 14.4 12.2
011700 99999 0.4 8.3 4.7
011720 99999 -10.8 18.3 6.2
011730 99999 -7.3 22.5 3.6
011800 99999 -10.3 21.2 4.9
011820 99999 5.6 9.2 7.4
011830 99999 -26.4 25.2 3.7
011840 99999 -10.0 23.6 3.4
011841 99999 8.1 9.1 8.6
011895 99999 6.5 15.0 9.5
011910 99999 -4.6 16.5 1.9
011930 99999 -11.8 -3.2 -7.4
011940 99999 -17.2 25.6 4.1
011960 99999 -13.8 16.5 -1.7
011990 99999 -40.8 23.0 -1.3
012030 99999 -4.7 22.7 7.7
012050 99999 -8.3 21.8 7.3
012090 99999 -21.8 26.0 7.2
012091 99999 5.5 13.8 9.5
012100 99999 -9.6 24.9 7.6
012120 99999 -9.8 22.0 7.3
012140 99999 -2.6 20.1 6.7
012150 99999 -18.1 22.0 6.0
012160 99999 -7.2 21.4 7.1
012170 99999 -18.3 24.6 7.2
012180 99999 -14.8 25.2 7.5
012210 99999 -11.1 22.8 3.6
012220 99999 -1.7 25.2 7.6
012230 99999 -13.5 25.7 6.9
012240 99999 -10.2 21.1 6.3
012250 99999 -6.0 20.7 7.8
012270 99999 -17.3 25.1 6.0
012280 99999 -12.0 21.3 6.7
012310 99999 -32.5 21.9 3.3
012320 99999 -2.8 17.7 15.8
012330 99999 -21.3 21.1 2.5
012340 99999 -19.9 21.7 4.8
012350 99999 -20.3 21.0 1.5
012360 99999 1.4 6.0 3.6
012380 99999 -28.7 21.3 0.5
012400 99999 -11.7 21.1 6.7
012410 99999 -17.1 23.9 6.1
012420 99999 -9.8 24.2 5.9
012450 99999 -20.8 23.8 4.7
012520 99999 -22.3 20.3 3.1
012530 99999 -8.9 20.2 5.9
012540 99999 -9.8 20.1 6.9
012570 99999 -14.9 24.4 6.2
012580 99999 -1.0 4.0 1.5
012590 99999 -8.3 21.8 7.4
012620 99999 -14.6 20.9 5.6
012650 99999 -44.0 22.4 2.2
012710 99999 -23.2 26.6 5.7
012730 99999 -13.2 22.2 3.8
012740 99999 -22.5 25.0 5.4
012770 99999 -16.3 24.9 5.8
012780 99999 -20.0 25.7 5.9
012800 99999 -22.7 24.9 5.4
012810 99999 -19.8 22.3 3.6
012820 99999 -14.4 25.7 6.4
012823 99999 -11.0 25.9 5.6
012870 99999 -26.3 19.8 1.2
012880 99999 -39.9 24.3 2.0
012890 99999 -41.2 24.6 2.3
012891 99999 -29.4 24.3 3.3
012900 99999 -26.3 26.5 5.4
012910 99999 -15.2 21.2 6.1
012920 99999 -22.7 26.3 5.0
012930 99999 -20.6 22.4 4.9
012950 99999 -29.0 25.8 5.3
012980 99999 -9.5 13.7 0.3
013000 99999 -2.3 22.1 8.1
013005 99999 -2.3 18.1 8.0
013040 99999 -7.5 22.7 7.4
013060 99999 -11.0 24.2 7.2
013070 99999 -3.5 22.6 8.0
013090 99999 -10.6 22.4 7.2
013100 99999 -12.4 25.6 7.8
013110 99999 -15.1 23.9 7.1
013160 99999 -0.3 15.3 3.8
013170 99999 -14.4 25.9 7.9
013180 99999 4.6 9.8 7.6
013190 99999 5.5 13.3 8.6
013200 99999 -13.2 25.7 7.0
013210 99999 -15.2 26.7 6.7
013220 99999 -10.3 17.3 6.2
013230 99999 -16.3 23.7 9.0
013250 99999 -16.3 22.2 5.1
013260 99999 -10.1 21.3 3.1
013270 99999 -11.0 21.4 4.2
013280 99999 -14.0 14.5 3.2
013290 99999 -5.2 23.2 8.2
013300 99999 8.2 12.2 10.2
013320 99999 -16.8 20.4 6.2
013360 99999 -16.4 20.4 6.6
013370 99999 -15.1 24.3 6.4
013380 99999 -6.5 23.7 7.3
013390 99999 -13.8 20.3 7.2
013400 99999 -16.2 19.9 2.8
013410 99999 -10.9 25.2 7.3
013440 99999 -16.3 20.5 3.0
013450 99999 1.3 21.4 3.5
013470 99999 -19.4 25.4 4.3
013500 99999 -28.8 15.9 0.0
013510 99999 -28.6 17.8 -3.5
013520 99999 -19.7 16.4 -2.5
013550 99999 -12.6 21.9 4.8
013570 99999 7.4 8.7 8.0
013590 99999 -20.4 19.7 2.3
013591 99999 8.1 10.6 9.3
013600 99999 -29.3 20.7 2.3
013610 99999 -25.7 16.5 -3.8
013640 99999 -29.7 19.8 2.2
013660 99999 -35.3 18.5 -2.2
013670 99999 -34.0 24.4 3.8
013671 99999 -13.0 -13.0 -13.0
013680 99999 -30.3 26.7 2.5
013690 99999 -1.9 7.4 4.7
013700 99999 -0.3 13.6 4.0
013710 99999 -21.0 17.0 -1.4
013720 99999 -33.3 26.6 5.8
013730 99999 -21.1 24.3 4.9
013740 99999 -31.6 25.8 4.3
013741 99999 -29.4 19.3 1.0
013743 99999 -17.5 24.3 8.5
013750 99999 -19.9 20.8 0.7
013755 99999 -4.7 22.3 7.8
013760 99999 -5.2 24.8 9.1
013780 99999 -30.0 24.9 4.6
013790 99999 -12.3 15.8 -4.9
013800 99999 -27.9 21.8 0.8
013801 99999 -8.5 -8.5 -8.5
013820 99999 -28.8 25.4 5.1
013830 99999 -23.9 22.6 3.9
013839 99999 -2.0 25.5 15.5
013840 99999 -28.6 24.8 4.6
013850 99999 -18.1 24.3 4.3
013890 99999 -31.1 23.5 3.0
013910 99999 4.0 20.6 16.5
013920 99999 -21.4 23.6 6.0
013930 99999 -30.8 20.1 1.3
013970 99999 -24.8 22.8 4.1
014000 99999 -2.8 20.2 9.1
014010 99999 -1.2 16.2 8.3
014030 99999 -12.1 23.7 7.7
014033 99999 -6.2 21.9 8.8
014035 99999 -12.3 25.9 7.3
014060 99999 -11.4 24.0 8.1
014080 99999 -14.5 26.1 7.9
014110 99999 -4.5 22.7 8.8
014120 99999 -16.6 23.6 8.1
014150 99999 -16.6 27.4 7.8
014160 99999 -4.3 22.1 7.6
014170 99999 -1.5 20.2 6.5
014180 99999 2.2 9.7 4.1
014220 99999 -5.3 24.3 8.4
014230 99999 9.8 9.8 9.8
014240 99999 -22.4 23.9 6.9
014250 99999 -15.6 23.0 7.3
014270 99999 -17.0 25.0 7.9
014280 99999 -14.0 25.3 8.4
014310 99999 -18.0 19.1 3.6
014320 99999 -27.4 21.3 4.1
014321 99999 13.1 13.7 13.4
014330 99999 -17.4 18.6 1.3
014340 99999 -31.4 22.1 2.4
014350 99999 -18.0 17.5 -2.7
014360 99999 -11.1 22.9 8.6
014390 99999 -7.7 4.3 -2.5
014410 99999 -24.5 18.4 2.0
014420 99999 -22.4 27.8 6.3
014450 99999 -31.2 23.9 4.6
014460 99999 4.4 11.3 7.9
014470 99999 -21.1 20.6 3.2
014480 99999 -17.0 26.2 7.8
014500 99999 -18.6 19.5 1.7
014520 99999 -23.9 27.0 7.5
014550 99999 -18.8 23.3 5.6
014610 99999 -16.5 13.8 -2.2
014650 99999 -17.8 24.8 7.8
014670 99999 -17.2 24.9 7.9
014680 99999 -20.9 23.1 5.1
014690 99999 -15.3 24.7 6.6
014700 99999 -27.8 28.5 6.7
014703 99999 -23.7 30.1 7.7
014710 99999 -16.4 22.7 5.0
014730 99999 -15.0 25.9 6.6
014740 99999 -23.4 27.0 5.4
014750 99999 -19.2 30.4 7.2
014760 99999 -13.1 23.8 8.4
014770 99999 -28.3 25.8 6.0
014780 99999 -7.3 19.0 3.0
014800 99999 -15.1 24.9 7.2
014810 99999 -13.4 23.8 7.4
014820 99999 -17.6 24.9 7.9
014825 99999 -10.6 25.5 8.7
014830 99999 -21.9 30.8 7.2
014840 99999 -20.4 22.0 4.3
014843 99999 -4.3 23.4 8.1
014870 99999 -12.2 25.8 5.7
014880 99999 -22.9 26.3 6.4
014900 99999 -16.6 23.1 4.9
014920 99999 -18.1 25.4 6.7
014940 99999 -24.4 27.2 6.7
014950 99999 -9.6 23.6 9.1
014960 99999 -1.3 21.3 2.9
014965 99999 5.7 19.6 7.5
014970 99999 2.3 11.2 6.7
014980 99999 0.1 15.4 5.2
014983 99999 -0.3 19.5 8.0
014990 99999 -10.5 19.8 5.3
014993 99999 -14.0 23.3 7.7
020001 99999 -18.0 23.8 8.9
020120 99999 -29.7 21.7 0.1
020130 99999 -26.7 20.5 0.9
020190 99999 -25.7 14.7 -3.6
020200 99999 -33.0 21.6 -0.3
020240 99999 -30.3 20.9 1.9
020290 99999 -24.0 17.2 -2.4
020310 99999 -34.2 21.3 -0.3
020320 99999 -34.0 21.4 0.3
020360 99999 -41.9 23.8 -0.1
020380 99999 -34.5 21.7 0.1
020430 99999 -41.6 22.7 -0.7
020440 99999 -37.4 24.3 -0.3
020450 99999 -32.1 19.9 2.7
020480 99999 -36.0 22.7 0.3
020490 99999 -40.8 24.6 0.8
020500 99999 -28.9 20.0 -1.6
020520 99999 -33.0 21.4 0.2
020530 99999 -32.8 24.2 -0.4
020540 99999 -37.0 22.9 -0.2
020550 99999 -35.8 21.3 0.0
020570 99999 -30.1 23.1 1.6
020580 99999 -31.6 25.0 1.6
020590 99999 -31.4 23.1 1.7
020600 99999 -39.9 21.4 -0.7
020620 99999 -27.4 22.8 2.4
020630 99999 -35.0 22.5 1.3
020640 99999 -32.2 23.1 2.1
020650 99999 -32.8 25.0 2.8
020660 99999 -27.6 22.1 2.8
020670 99999 -29.1 23.3 1.2
020680 99999 -26.8 26.4 4.8
020690 99999 -22.6 24.9 3.9
020700 99999 -27.6 24.7 4.1
020711 99999 -3.7 7.4 2.7
020720 99999 -33.9 22.4 0.2
020730 99999 -20.6 24.8 5.4
020740 99999 -17.5 29.7 5.5
020750 99999 -15.5 27.6 5.2
020760 99999 -15.5 26.8 5.4
020770 99999 -14.9 27.0 5.4
020790 99999 -13.8 24.4 5.9
020800 99999 -47.7 25.6 2.0
020810 99999 -31.4 17.4 -4.4
020820 99999 -10.1 23.8 5.4
020830 99999 -7.8 24.2 5.4
020840 99999 -11.2 25.2 7.0
020850 99999 -14.4 23.3 5.4
020860 99999 -39.7 23.2 -0.4
020870 99999 -16.5 24.5 4.9
020880 99999 -13.1 26.9 6.5
020890 99999 -6.4 26.0 6.0
020900 99999 -8.7 24.6 5.6
020910 99999 -6.2 26.0 7.2
020920 99999 -10.6 25.6 7.0
020930 99999 -13.1 26.6 6.5
020940 99999 -8.4 24.5 6.2
020950 99999 -31.3 25.8 5.4
020960 99999 -40.7 24.3 0.8
020980 99999 -9.8 25.1 6.7
020990 99999 -8.9 24.0 6.9
021000 99999 -39.0 21.7 -1.9
021010 99999 -29.0 23.0 1.0
021020 99999 -33.6 22.6 -1.8
021030 99999 -34.3 21.3 0.3
021040 99999 -45.5 23.1 1.3
021050 99999 -30.7 23.0 0.6
021060 99999 -34.5 25.0 0.8
021080 99999 -37.4 20.2 0.6
021090 99999 -35.6 24.0 0.3
021100 99999 -35.2 19.0 1.0
021110 99999 -32.0 25.8 2.0
021120 99999 -44.4 19.8 0.7
021140 99999 -30.5 19.6 0.0
021150 99999 -21.8 19.9 0.7
021160 99999 -25.3 23.6 2.6
021170 99999 -27.8 25.4 2.7
021180 99999 -33.0 22.0 3.0
021190 99999 -31.4 24.5 2.2
021200 99999 -38.3 23.2 0.9
021205 99999 -30.8 24.8 1.3
021210 99999 -32.0 19.3 0.7
021220 99999 9.5 14.8 11.2
021230 99999 -24.3 25.1 3.8
021240 99999 -37.9 22.9 0.8
021250 99999 -26.8 25.7 5.2
021260 99999 -28.1 22.4 1.8
021280 99999 -40.6 23.8 2.1
021290 99999 -15.5 25.4 4.8
021300 99999 -35.6 23.3 2.7
021310 99999 -25.0 25.4 5.6
021330 99999 -17.4 26.5 5.6
021350 99999 -33.8 26.9 3.0
021380 99999 -9.5 22.0 4.7
021410 99999 -27.5 24.5 2.4
021420 99999 -41.3 23.4 0.7
021430 99999 -4.6 23.3 8.6
021440 99999 -39.8 24.4 0.4
021460 99999 -40.1 23.7 1.8
021470 99999 -30.9 27.1 3.7
021480 99999 -16.3 26.4 5.5
021490 99999 -33.7 23.9 1.6
021500 99999 -15.5 26.4 5.8
021510 99999 -34.6 26.1 4.2
021520 99999 -10.3 26.4 7.2
021540 99999 -35.4 24.9 0.8
021550 99999 -14.9 23.8 5.2
021560 99999 -40.0 25.8 1.6
021580 99999 14.4 17.0 15.7
021590 99999 -33.2 26.4 1.8
021610 99999 -36.2 24.9 3.8
021620 99999 -14.1 25.6 6.2
021630 99999 -11.0 24.3 7.0
021640 99999 -32.0 23.6 0.7
021660 99999 -11.5 24.7 6.5
021670 99999 -4.8 24.0 7.3
021710 99999 -32.8 24.7 3.8
021720 99999 15.4 15.4 15.4
021730 99999 -34.7 24.6 2.6
021740 99999 -36.1 23.4 1.6
021760 99999 -37.4 22.6 3.0
021810 99999 -42.2 23.7 2.0
021820 99999 11.0 14.8 12.9
021840 99999 -29.3 24.2 1.4
021860 99999 -37.1 26.4 2.6
021880 99999 -35.9 22.7 3.0
021910 99999 -28.9 24.6 2.2
021960 99999 -39.5 25.7 2.2
021970 99999 -20.8 19.6 -1.2
021990 99999 -33.9 22.3 1.3
022000 99999 -38.8 22.3 1.5
022020 99999 -33.5 23.6 0.0
022040 99999 -41.4 21.2 -0.6
022060 99999 -30.9 25.0 1.4
022070 99999 -35.1 24.8 0.1
022090 99999 -36.3 21.2 0.2
022160 99999 -28.6 23.5 2.6
022170 99999 -29.3 24.8 3.1
022190 99999 -19.5 20.4 2.6
022210 99999 -30.3 21.1 0.7
022220 99999 -36.8 22.2 2.4
022230 99999 -33.8 24.8 1.7
022260 99999 -34.7 24.9 3.4
022271 99999 -8.7 -8.7 -8.7
022280 99999 -33.7 20.6 1.8
022290 99999 -19.0 15.6 0.2
022300 99999 -28.3 23.5 2.8
022310 99999 -27.6 23.3 3.1
022320 99999 -38.2 23.5 1.7
022330 99999 -31.0 21.6 1.2
022340 99999 -32.8 24.4 2.1
022360 99999 -31.8 23.7 2.8
022420 99999 -32.2 24.8 2.9
022430 99999 -32.7 26.2 3.5
022440 99999 -32.9 23.9 3.1
022450 99999 -35.4 23.2 1.9
022455 99999 -34.5 26.2 3.0
022470 99999 -31.0 23.4 3.6
022480 99999 -38.8 25.5 3.0
022510 99999 -30.8 21.2 2.0
022520 99999 -38.4 22.3 1.5
022540 99999 -36.1 23.7 2.2
022550 99999 -32.5 25.0 3.8
022560 99999 -22.1 22.8 0.7
022570 99999 -30.2 22.3 1.2
022590 99999 -35.7 26.5 4.2
022600 99999 -28.9 22.6 3.2
022610 99999 -33.7 24.7 2.7
022620 99999 -38.1 25.4 2.0
022630 99999 -26.9 24.1 2.7
022640 99999 -20.6 24.3 3.2
022650 99999 -28.5 22.7 3.0
022670 99999 -27.4 26.3 3.7
022690 99999 -25.0 21.6 4.2
022710 99999 -32.2 24.6 2.3
022740 99999 -30.4 23.3 3.4
022760 99999 -30.7 24.6 2.6
022780 99999 -27.4 24.1 4.0
022790 99999 -28.3 26.2 5.7
022800 99999 -22.3 23.3 5.4
022810 99999 -17.8 27.0 6.8
022820 99999 -32.7 24.4 2.3
022840 99999 -28.1 28.0 4.8
022860 99999 -31.4 24.1 3.3
022861 99999 -17.3 25.4 6.1
022870 99999 -17.9 22.0 4.3
022880 99999 -26.1 22.4 3.6
022890 99999 -12.3 27.3 7.8
022920 99999 -26.4 23.3 2.7
022930 99999 -38.2 26.5 3.7
022960 99999 -27.4 23.8 2.6
022970 99999 -26.7 24.8 4.0
022980 99999 -12.7 25.3 6.8
023020 99999 -35.2 21.2 2.1
023030 99999 -22.6 20.3 0.1
023040 99999 -37.8 25.7 1.5
023050 99999 -12.8 26.0 6.8
023060 99999 -37.6 23.6 2.2
023070 99999 -23.5 21.7 1.3
023080 99999 -26.7 20.7 1.7
023100 99999 -45.3 24.3 1.6
023110 99999 -19.4 22.0 2.1
023120 99999 -14.5 26.5 5.8
023160 99999 -39.0 22.6 1.9
023170 99999 -29.8 21.4 2.5
023180 99999 -12.9 25.2 6.0
023190 99999 -31.4 22.4 2.4
023210 99999 -26.4 26.8 4.5
023240 99999 -41.0 25.3 3.2
023250 99999 -21.8 28.4 3.2
023260 99999 -31.9 24.9 2.9
023290 99999 -21.1 25.2 5.0
023310 99999 -30.7 23.2 3.1
023330 99999 -13.7 25.7 7.0
023340 99999 -14.1 24.0 6.2
023360 99999 -31.0 25.4 4.0
023370 99999 -29.4 25.5 4.7
023380 99999 -30.2 23.4 4.2
023420 99999 -39.5 25.3 3.2
023430 99999 -29.4 25.6 5.4
023470 99999 -24.2 23.5 4.9
023490 99999 -32.1 22.8 2.9
023540 99999 -20.6 24.7 4.9
023550 99999 -18.6 24.3 5.4
023631 99999 -14.0 -12.2 -13.1
023650 99999 -32.3 21.4 1.1
023660 99999 -33.5 24.1 3.9
023680 99999 -19.8 23.2 5.6
023760 99999 -27.5 26.2 4.6
023780 99999 -17.6 25.5 6.1
023810 99999 -14.7 24.9 7.7
023820 99999 -24.8 22.4 5.1
024000 99999 -29.4 25.0 3.8
024030 99999 -13.8 24.7 6.8
024040 99999 -27.9 28.7 5.5
024060 99999 -28.5 24.2 5.2
024080 99999 -22.8 22.9 6.1
024090 99999 -19.7 24.0 7.5
024100 99999 -36.1 26.6 3.7
024110 99999 -28.7 24.0 6.1
024120 99999 -32.3 25.4 4.3
024130 99999 -27.6 24.2 4.4
024150 99999 -19.8 25.8 6.8
024170 99999 -9.3 21.7 8.4
024180 99999 -26.1 25.2 6.3
024230 99999 -24.8 23.3 5.9
024240 99999 -17.4 23.1 5.2
024260 99999 -29.4 22.6 4.7
024280 99999 -25.9 24.8 6.0
024283 99999 -22.8 26.6 6.8
024284 99999 -19.3 18.5 2.5
024285 99999 -6.3 -2.0 -3.9
024290 99999 -23.9 23.0 5.8
024320 99999 -23.7 23.6 6.4
024350 99999 -21.7 26.4 5.7
024360 99999 -23.0 28.2 7.1
024373 99999 -13.8 -5.7 -8.5
024400 99999 -25.3 22.6 4.6
024410 99999 -25.7 24.3 5.1
024430 99999 -20.2 25.4 4.8
024440 99999 -28.6 25.2 5.1
024460 99999 -24.6 26.6 6.6
024490 99999 -22.4 23.8 6.3
024500 99999 -14.9 23.7 6.1
024520 99999 -18.5 23.9 6.3
024530 99999 -20.3 24.8 5.7
024560 99999 -24.4 24.5 5.5
024580 99999 -26.6 26.3 5.9
024600 99999 -25.0 27.0 6.3
024640 99999 -24.6 27.5 6.9
024680 99999 -18.9 24.4 4.2
024690 99999 -25.9 23.1 6.0
024710 99999 -17.7 19.7 6.3
024720 99999 -22.5 24.3 5.7
024740 99999 -22.2 26.2 5.6
024760 99999 -23.2 23.4 6.6
024810 99999 -26.5 23.8 6.2
024820 99999 -25.6 24.3 5.7
024830 99999 20.3 20.3 20.3
024840 99999 -16.8 25.9 8.0
024850 99999 7.4 22.7 16.1
024853 99999 -19.6 27.6 6.4
024860 99999 -21.3 23.4 7.1
024870 99999 -15.9 25.3 7.3
024880 99999 -13.7 25.1 6.0
024890 99999 -17.6 23.7 6.7
024900 99999 -24.4 23.3 6.1
024930 99999 -11.9 23.0 6.1
024960 99999 -20.0 24.2 5.8
024990 99999 -10.4 24.4 6.6
025000 99999 -14.5 24.9 7.9
025010 99999 -4.7 22.8 5.2
025040 99999 -23.2 25.3 6.2
025050 99999 -11.7 23.8 8.5
025070 99999 -17.2 25.7 7.6
025080 99999 -20.6 25.0 8.1
025103 99999 -22.4 29.1 7.7
025105 99999 -13.5 23.6 6.0
025120 99999 -21.7 25.5 7.7
025130 99999 -15.1 25.4 8.9
025140 99999 -27.3 26.2 3.0
025150 99999 -23.9 27.6 7.9
025160 99999 -8.4 23.2 9.2
025170 99999 -10.7 22.7 8.7
025180 99999 -19.4 24.5 8.3
025200 99999 -20.9 24.0 6.9
025210 99999 -23.2 27.8 7.6
025230 99999 -18.3 25.6 7.2
025240 99999 -26.4 26.8 6.1
025260 99999 -24.4 24.6 6.8
025280 99999 4.3 17.1 13.5
025300 99999 -19.4 23.9 6.2
025350 99999 -21.4 27.2 6.4
025360 99999 -19.5 23.6 6.2
025390 99999 -17.4 23.2 7.2
025400 99999 -36.0 23.8 6.9
025410 99999 -20.9 26.4 6.8
025420 99999 -20.3 23.8 7.4
025440 99999 -20.8 24.3 6.7
025450 99999 -7.8 22.6 5.8
025460 99999 -18.9 23.7 6.8
025480 99999 -12.1 23.2 7.5
025490 99999 -16.2 24.1 6.3
025500 99999 -23.4 24.4 5.9
025520 99999 -17.6 24.8 7.1
025530 99999 -22.8 25.1 6.6
025540 99999 -17.6 24.4 6.7
025550 99999 -26.5 25.7 5.3
025560 99999 -25.4 25.2 6.3
025570 99999 -21.9 23.8 6.7
025580 99999 -18.3 25.4 6.8
025590 99999 -16.2 25.7 7.4
025620 99999 -24.4 27.3 6.8
025625 99999 -17.3 27.9 7.4
025630 99999 -15.9 24.7 7.3
025635 99999 -10.6 24.7 9.2
025640 99999 -26.6 27.1 6.3
025650 99999 -23.0 27.8 5.6
025660 99999 -24.1 27.2 6.4
025670 99999 -14.2 23.5 6.6
025680 99999 -14.8 27.3 6.2
025700 99999 -24.7 24.0 6.5
025710 99999 -24.3 26.8 7.1
025720 99999 -20.5 21.6 5.6
025740 99999 -18.8 24.8 7.3
025750 99999 -8.3 24.5 7.6
025760 99999 -23.4 30.7 6.8
025820 99999 -20.6 23.4 5.8
025830 99999 -12.9 22.5 7.0
025840 99999 -14.2 24.8 6.4
025860 99999 -19.0 24.3 6.4
025870 99999 -9.2 25.1 7.6
025880 99999 -14.0 24.4 6.7
025890 99999 -10.0 24.8 6.9
025900 99999 -15.8 25.0 6.9
025920 99999 -13.9 24.2 6.9
025950 99999 -16.6 24.7 7.4
025980 99999 -8.6 24.3 8.4
025990 99999 21.5 21.5 21.5
026020 99999 -15.2 24.9 8.1
026030 99999 -18.9 25.9 8.4
026040 99999 -17.3 27.9 8.4
026050 99999 -9.9 24.2 9.1
026060 99999 -17.3 25.7 7.7
026070 99999 -21.0 26.2 8.2
026090 99999 -11.8 23.8 8.2
026110 99999 -13.7 24.4 8.8
026140 99999 -6.3 24.2 8.5
026160 99999 -19.2 24.8 8.4
026180 99999 -12.2 22.0 8.3
026200 99999 -19.7 25.4 7.2
026220 99999 -24.2 25.8 7.0
026230 99999 -15.3 24.6 7.8
026240 99999 -22.0 22.6 5.9
026250 99999 -10.8 25.0 8.2
026260 99999 -22.4 25.2 6.8
026270 99999 20.6 20.6 20.6
026280 99999 -9.9 24.0 7.6
026300 99999 -21.5 25.4 7.6
026320 99999 -7.6 23.5 7.6
026350 99999 -11.4 24.6 9.3
026360 99999 -19.8 24.2 7.7
026380 99999 -18.2 24.8 7.3
026390 99999 -14.6 26.1 7.8
026400 99999 -23.1 26.6 6.6
026410 99999 -18.2 26.4 6.9
026440 99999 -10.6 22.9 7.7
026460 99999 -12.5 30.8 7.8
026480 99999 -15.8 23.8 7.5
026500 99999 -16.3 24.8 7.2
026510 99999 -19.2 27.5 8.4
026531 99999 1.0 2.3 1.7
026540 99999 -13.1 25.7 7.3
026610 99999 -18.3 23.8 6.7
026640 99999 -19.9 26.2 7.4
026660 99999 -17.7 24.3 7.3
026700 99999 -17.7 23.9 7.5
026720 99999 -19.3 25.6 7.4
026800 99999 -15.1 24.5 6.7
026850 99999 0.4 3.5 2.0
027010 99999 -22.4 12.8 -5.8
027030 99999 -13.9 22.6 6.1
027040 99999 -17.0 21.9 5.0
027050 99999 -22.4 18.8 -1.3
027060 99999 -13.6 21.8 6.2
027110 99999 -16.6 21.4 4.6
